ASSET_UID,TYPE,Mobile,DESCRIPTION OF EQUIPMENT,Manufacturer,Model,Manufacturer's Serial No./Other Identifier,Firmware Version,ACQUISITION DATE,ORIGINAL COST,comments
N00693,Sensor,0,CTDBP SERIES O (O-16PLUSV2),SEA-BIRD ELECTRONICS,O-16PLUSV2,16P71176-7231,,20121203,18250,
N00694,Sensor,0,CAMDS,,,0484-6002-0100,,,,
N00695,Sensor,0,"Passive Bioacoustics, HYDBB-B",Ocean Sonics,icListen SB35-ETH,1248,,20130321,13943.61,
N00696,Sensor,0,CTDBP SERIES N (N-16PLUSV2),SEA-BIRD ELECTRONICS,N-16PLUSV2,1697116-7230,,,17500,
N00697,Sensor,0,CAMDS,,,0484-6002-0108,,,,
N00698,Sensor,0,"Passive Bioacoustics, HYDBB-B",Ocean Sonics,icListen SB35-ETH,1411,,20130321,13943.61,
N00699,Sensor,0,"Passive Bioacoustics, HYDBB-B",Ocean Sonics,icListen SB35-ETH,1249,,,,
N00702,Sensor,0,OPTAA SERIES D,WET LABS,AC-S,ACS-267,,,40133.74,
N00703,Sensor,0,Seabird 16+V2 CTD 3500m,SEA-BIRD ELECTRONICS,16plusV2 (7000m),16-50118,,20150511,16060,
N00705,Sensor,0,CTDBP SERIES N (N-16PLUSV2),SEA BIRD ELECTRONICS,SBE-16PLUSV2,16-50115,,20150514,19135,
N00708,Sensor,0,Guralp Hydrophone (HYDLF),HTI,HTI-90-U/Diff,299470,,20140724,19600,
N00713,Sensor,0,Dissolved Oxygen Stable Response,Aanderaa,Optode 4831,273,,,,
N00717,Sensor,0,Dissolved Oxygen Stable Response,Aanderaa,Optode 4831,276,,,,
N00718,Sensor,0,CTD for RSN,,,16P71179-7232-2484,,,,
N00720,Sensor,0,Photosynthetically Available Radiation,Satlantic,Digital PAR,463,,,,
N00721,Sensor,0,DOSTA for RSN,AANDERAA,4831,473,,,5092.2,
N00722,Sensor,0,Subsea CTD + Dissolved Oxygen Sensor,SEA-BIRD ELECTRONICS,,43-3164,,,,
N00723,Sensor,0,PARADA for RSN,SATLANTIC,PAR-SER-600m,557,,,,
N00724,Sensor,0,FLORT SERIES D,Wet Labs,ECO TRIPLET,1294,,20150504,13403.46,
N00725,Sensor,0,DOSTA SERIES D,AANDERAA,4831,514,,,5092.2,
N00726,Sensor,1,DOSTA for Glider 374,AANDERAA,4831,145,,20130701,186935,
N00727,Sensor,1,PARAD for Glider 374,,,50157,,20130701,186935,
N00728,Sensor,1,ADCP for Glider 335,,,643111,,20130125,,
N00729,Sensor,1,FLORT for Glider 335,,,2809,,20130125,,
N00730,Sensor,1,CTDGV for Glider 335,,,9029,,20130125,,
N00731,Sensor,1,DOSTA for Glider 335,AANDERAA,4831,105,,20130125,,
N00732,Sensor,1,PARAD for Glider 335,,,50151,,,,
N00733,Sensor,0,METBK for CE02SHSM-00001,,,LGR011,,,,
N00734,Sensor,0,"METBK for CE02SHSM-00002, CE07SHSM-00001",,,LGR008,,,,
N00735,Sensor,0,METBK for CE04OSSM-00001,,,LGR009,,,,
N00736,Sensor,0,METBK for CE07SHSM-00002,,,LGR027,,,,
N00737,Sensor,0,METBK for CE09OSSM-00001,,,LGR007,,,,
N00738,Sensor,0,METBK for CE09OSSM-00002,,,LGR012,,,,
N00739,Sensor,0,METBK for CE09OSSM-00002,,,LGR003,,,,
N00740,Sensor,0,METBK for CE09OSSM-00002,,,LGR010,,,,
N00741,Sensor,0,METBK for GI01SUMO-00001,,,LGR004,,,,
N00742,Sensor,0,METBK for GI01SUMO-00001,,,LGR005,,,,
N00743,Sensor,0,METBK for GI01SUMO-00002,,,LGR021,,,,
N00744,Sensor,0,METBK for GI01SUMO-00002,,,LGR019,,,,
N00745,Sensor,0,"METBK for CP01CNSM-00001, CP04OSSM-00003",,,LGR001,,,,
N00746,Sensor,0,METBK for CP01CNSM-00001,,,LGR002,,,,
N00747,Sensor,0,CP01CNSM-00002-METBK1,,,CP01CNSM-00002-METBK1,,,,
N00748,Sensor,0,CP01CNSM-00002-METBK2,,,CP01CNSM-00002-METBK2,,,,
N00749,Sensor,0,CP01CNSM-00003-METBK1,,,CP01CNSM-00003-METBK1,,,,
N00750,Sensor,0,CP01CNSM-00003-METBK2,,,CP01CNSM-00003-METBK2,,,,
N00751,Sensor,0,MTBK for CP01CNSM-00004,,,LGR031,,,,
N00752,Sensor,0,MTBK for CP01CNSM-00004,,,LGR032,,,,
N00753,Sensor,0,MTBK for CP04OSSM-00001,,,LGR016,,,,
N00754,Sensor,0,CP04OSSM-00002-METBK,,,CP04OSSM-00002-METBK,,,,
N00755,Sensor,0,MTBK for CP031SSM-00001,,,LGR013,,,,
N00756,Sensor,0,CP03ISSM-00002-METBK,,,CP03ISSM-00002-METBK,,,,
N00757,Sensor,0,METBK for CP031SSM-00003,,,LGR023,,,,
N00758,Sensor,0,DOFSTA for RSN,,,43-2853,,,,
N00759,Sensor,0,PARAD,,,434,,,,
N00760,Sensor,1,Zoo Plankton (ZPLSC-B) S/N: 1 OSU: PENDING,Kongsberg Underwater Technology Inc,EK-60,1,,20140523,174000,
N00761,Sensor,1,CTDGV for Glider 560,,,9269,,,,
N00762,Sensor,1,DOSTA for Glider 560,AANDERAA,4831,418,,,,
N00763,Sensor,0,DOSTA SERIES D,AANDERAA,4831,515,,,,
N00764,Sensor,0,DOSTA SERIES D,AANDERAA,4831,516,,,,
N00765,Sensor,0,SPKIR SERIES B (OCR507-ICSW),SATLANTIC,OCR507-ICSW w/Midrange Bioshutter II,301,,,24039.99,
N00766,Sensor,0,DOSTA SERIES D,AANDERAA,4831,517,,,,
N00767,Sensor,0,DOSTA SERIES D,AANDERAA,4831,518,,,,
OL000001,Sensor,0,SIO Controller,,,13989 / 25,,,,
OL000002,Sensor,0,SIO Controller,,,13995 / 20,,,,
OL000003,Sensor,0,SIO Controller,,,13998 / 26,,,,
OL000004,Sensor,0,SIO Controller,,,13993 / 24,,,,
OL000005,Sensor,0,SIO Controller,,,13994 / 21,,,,
OL000006,Sensor,0,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,GA01SUMO-00002-MOPAK,,,,
OL000007,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,GA01SUMO-00001-HYDGN1,,,,
OL000008,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,GA01SUMO-00001-HYDGN2,,,,
OL000019,Sensor,0,Controller S/N,,,13286 / 14,,,,
OL000020,Sensor,0,SIO Controller,,,13280 / 9,,,,
OL000021,Sensor,0,Controller S/N,,,12372 ID 01,,,,
OL000022,Sensor,0,SIO Controller,,,12369,,,,
OL000023,Sensor,0,SIO Controller,,,13285,,,,
OL000024,Sensor,0,SIO Controller,,,13284,,,,
OL000025,Sensor,0,SIO Controller,,,14874,,,,
OL000026,Sensor,0,SIO Controller,,,14876,,,,
OL000027,Sensor,0,SIO Controller,,,GS02HYPM-RIM01-00001,,,,
OL000028,Platform,0,MOORING MESCALE FLANKING A SP,WHOI,GA03FLMA,GA03FLMA-00002,,,,
OL000029,Sensor,0,SIO Controller,,,14875,,,,
OL000030,Sensor,0,SIO Controller,,,14879,,,,
OL000031,Sensor,0,FLORT SERIES D (ECO TRIPLET-W),Wet Labs,BBFL2W ECO TRIPLET-W,1136,,,,
OL000032,Platform,0,HYBRID PROFILER SOUTHERN,WHOI,HYBRID,GS02HYPM-00002,,,698400,
OL000033,Platform,0,MOORING MESCALE FLANKING A SOUTHERN,WHOI,GS03FLMA,GS03FLMA-00002,,,35611.94,
OL000034,Sensor,0,SIO Controller,,,14877,,,,
OL000035,Sensor,0,SIO Controller,,,14883,,,,
OL000036,Sensor,0,DOSTA SERIES D,,,498,,,,
OL000037,Sensor,0,FLORD Series L,,,4013,,,,
OL000038,Sensor,0,DOSTA Series L,,,2198,,,,
OL000039,Sensor,0,CTDPF Series L,,,150,,,,
OL000040,Sensor,0,VEL3D Series L,,,1256,,,,
OL000041,Sensor,0,FLORD Series L,,,4014,,,,
OL000042,Sensor,0,DOSTA Series L,,,2195,,,,
OL000043,Sensor,0,CTDPF Series L,,,151,,,,
OL000044,Sensor,0,VEL3D Series L,,,1253,,,,
OL000045,Sensor,0,SIO Controller,,,14871,,,,
OL000046,Node,0,WFP GLOBAL,MCLANE,,13452-01,,,,
OL000047,Node,0,WFP GLOBAL,MCLANE,,13452-02,,,,
OL000048,Platform,0,MOORING Argentine OS,WHOI,GA02HYPM,GA02HYPM-00002,,,,
OL000048.1,Sensor,0,GA02HYPM-00002 SIO Electronics,,,14880,,,,
OL000049,Sensor,0,FLORD Series L,,,4015,,,,
OL000050,Sensor,0,DOSTA Series L,,,2197,,,,
OL000051,Sensor,0,CTDPF Series L,,,152,,,,
OL000052,Sensor,0,FLORD Series L,,,4016,,,,
OL000053,Sensor,0,VEL3D Series L,,,1253,,,,
OL000054,Sensor,0,DOSTA Series L,,,2196,,,,
OL000055,Sensor,0,CTDPF Series L,,,153,,,,
OL000056,Sensor,0,VEL3D Series L,,,1254,,,,
OL000057,Node,0,WFP GLOBAL,MCLANE,,13452-03,,,,
OL000057.1,Sensor,0,WFP GLOBAL Electronics #1,MCLANE,,13452-03,,,,
OL000058,Node,0,WFP GLOBAL,MCLANE,,13452-04,,,,
OL000058.1,Sensor,0,WFP GLOBAL Electronics #1,MCLANE,,13452-04,,,,
OL000059,,,SIO Controller,,,14880,,,,
OL000060,Sensor,0,SIO Controller,,,GP02HYPM-00002-SIOENG,,,,
OL000061,Sensor,0,GA01SUMO-00002-METBK,,,LGR024,,,,
OL000062,Sensor,0,GA01SUMO-00002-METBK,,,LGR025,,,,
OL000063,Platform,0,MOORING SOUTHERN OS,WHOI,GS01SUMO,GS01SUMO-00002,,,,
OL000064,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,M2A541867,,,,
OL000065,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,M2A542356,,,,
OL000066,Sensor,0,MOPAK - 3-Axis Motion Pack,MicroStrain,3DM-GX3-25,6223-4220-42297,,,,
OL000067,Sensor,0,MTBK for GS01SUMO-00002,,,LGR022,,,,
OL000068,Sensor,0,MTBK for GS01SUMO-00002,,,LGR026,,,,
OL000069,Sensor,0,DOSTA SERIES D,,,495,,,,
OL000070,Sensor,0,DOSTA SERIES D,,,497,,,,
OL000071,Sensor,0,SPKIR SERIES B (OCR507-ICSW),SEA BIRD ELECTRONICS,SBE-16PLUSV2,300,,,,
OL000072,Sensor,0,SPKIR SERIES B (OCR507-ICSW),SEA BIRD ELECTRONICS,SBE-16PLUSV2,302,,,,
OL000073,Sensor,0,FDCHP for GS01SUMO-00002,,,144901,,,,
OL000074,Sensor,0,PCO2W SERIES C,SUNBURST,SAMI-CO2,C0130,,,,
OL000075,Sensor,0,Communications and Power Manager,WHOI,CPM,GS01SUMO-00002-CPM1,,,,
OL000076,Sensor,0,Communications and Power Manager,WHOI,CPM,GS01SUMO-00002-CPM2,,,,
OL000077,Sensor,0,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL11,,,,
OL000078,Sensor,0,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL12,,,,
OL000079,Sensor,0,Data Concentrator Logger,WHOI,DCL,GS01SUMO-00002-DCL16,,,,
OL000080,Sensor,0,SIO Controller,,,11690,,,,
OL000081,Sensor,0,Controller S/N,,,13997 / 06,,,,
OL000082,Sensor,0,Controller S/N,,,13991 / 28,,,,
OL000083,Platform,0,MOORING MESCALE FLANKING B SOUTHERN,WHOI,GS03FLMB,GS03FLMB-00002,,,,
OL000084,Sensor,0,DOSTA SERIES D,AANDERAA,4831,502,,,,
OL000085,Sensor,0,SIO Controller,,,14885,,,,
OL000086,Sensor,0,SIO Controller,,,14884,,,,
OL000087,Sensor,0,CONTROLLER ASSEMBLY,SIO MACHINE SHOP,,12368,,,,
OL000088,Sensor,0,CONTROLLER ASSEMBLY,SIO MACHINE SHOP,,12365,,,,
OL000089,Sensor,0,SIO Controller,,,13278,,,,
OL000090,Sensor,0,SIO Controller,,,13279,,,,
OL000091,Platform,0,MOORING Argentine OS,WHOI,GA01SUMO,GA01SUMO-00002,,,,
OL000092,Sensor,0,MOPAK - 3-Axis Motion Pack,,,GA01SUMO-00002-MOPAK,,,,
OL000093,Sensor,0,Hydrogen Sensor,,,GA01SUMO-00002-HYDGN1,,,,
OL000094,Sensor,0,Hydrogen Sensor,,,GA01SUMO-00002-HYDGN2,,,,
OL000095,Sensor,0,SPKIR SERIES B (OCR507-ICSW),SEA BIRD ELECTRONICS,SBE-16PLUSV2,299,,,,
OL000096,Sensor,0,PCO2W SERIES C,SUNBURST,SAMI-CO2,C0121,,,,
OL000097,Sensor,0,Communications and Power Manager,,,GA01SUMO-00002-CPM1,,,,
OL000098,Sensor,0,Communications and Power Manager,,,GA01SUMO-00002-CPM2,,,,
OL000099,Sensor,0,Data Concentrator Logger,,,GA01SUMO-00002-DCL11,,,,
OL000100,Sensor,0,Data Concentrator Logger,,,GA01SUMO-00002-DCL12,,,,
OL000101,Sensor,0,Data Concentrator Logger,,,GA01SUMO-00002-DCL16,,,,
OL000102,Sensor,0,CONTROLLER ASSEMBLY,SIO MACHINE SHOP,,12371,,,,
OL000103,Sensor,0,SIO Controller,,,GP03FLMB-00002-RIS01,,,,
OL000104,Sensor,0,SIO Controller,,,GP03FLMB-00003-RIM01,,,,
OL000105,Platform,0,MOORING MESCALE FLANKING B SP,WHOI,GA03FLMB,GA03FLMB-00002,,,,
OL000106,Sensor,0,SIO Controller,,,14882,,,,
OL000107,Sensor,0,SIO Controller,,,14881,,,,
OL000108,Sensor,1,GL493 Controller,,,493,,,,
OL000109,Sensor,1,GL494 Controller,,,494,,,,
OL000110,Sensor,1,GL495 Controller,,,495,,,,
OL000111,Sensor,1,GL496 Controller,,,496,,,,
OL000112,Sensor,1,GL538 Controller,,,GA05MOAS-GL538-1 controller,,,,
OL000113,Sensor,1,FLORDM for Glider 486,,,3583,,,,
OL000114,Sensor,1,DOSTAM for Glider 486,,,398,,,,
OL000115,Sensor,1,CTDGVM for Glider 486,,,9238,,,,
OL000116,Sensor,1,GL469 Controller,,,469,,,,
OL000117,Sensor,1,GL477 Controller,,,477,,,,
OL000118,Sensor,1,GL478 Controller,,,478,,,,
OL000119,Sensor,1,GL484 Controller,,,484,,,,
OL000120,Sensor,1,GL485 Controller,,,485,,,,
OL000121,Sensor,1,GL495 Controller,,,495,,,,
OL000122,Sensor,1,PG528 Controller,,,528,,,,
OL000123,Sensor,1,GL276 Controller,,,276,,,,
OL000124,Sensor,1,GL361 Controller,,,361,,,,
OL000125,Sensor,1,GL362 Controller,,,362,,,,
OL000126,Sensor,1,GL363 Controller,,,363,,,,
OL000127,Sensor,1,GL364 Controller,,,364,,,,
OL000128,Sensor,1,GL365 Controller,,,365,,,,
OL000129,Sensor,1,GL453 Controller,,,453,,,,
OL000130,Sensor,1,GL523 Controller,,,523,,,,
OL000131,Sensor,1,GL525 Controller,,,525,,,,
OL000132,Sensor,1,GL537 Controller,,,537,,,,
OL000133,Sensor,1,PG514 Controller,,,514,,,,
OL000134,Sensor,1,PG515 Controller,,,515,,,,
OL000135,Sensor,1,GL486 Controller,,,486,,,,
OL000136,Sensor,1,GL524 Controller,,,524,,,,
OL000137,Sensor,1,GL560 Controller,,,560,,,,
OL000138,Sensor,1,GL561 Controller,,,561,,,,
OL000139,Sensor,1,PG565 Controller,,,565,,,,
OL000140,Sensor,1,PG566 Controller,,,566,,,,
OL000141,Sensor,1,FLORDM for Glider 524,,,3770,,,,
OL000142,Sensor,1,DOSTAM for Glider 524,,,363,,,,
OL000143,Sensor,1,CTDGVM for Glider 524,,,9238,,,,
OL000144,Sensor,1,FLORDM for Glider 560,,,4095,,,,
OL000145,Sensor,1,DOSTAM for Glider 560,,,418,,,,
OL000146,Sensor,1,CTDGVM for Glider 560,,,9269,,,,
OL000147,Node,1,OPEN OCEAN GLIDER 1000M,,,561,,,,
OL000148,Sensor,1,FLORDM for Glider 561,,,3769,,,,
OL000149,Sensor,1,DOSTAM for Glider 561,,,406,,,,
OL000150,Sensor,1,CTDGVM for Glider 561,,,9270,,,,
OL000151,Node,1,Global Profiling Glider,,,565,,,,
OL000152,Node,1,Global Profiling Glider,,,566,,,,
OL000153,Sensor,1,CTDGVM for Glider 562,,,9284,,,,
OL000154,Sensor,1,DOSTAM for Glider 562,,,420,,,,
OL000155,Sensor,1,NUTNR for Glider 562,,,659,,,,
OL000156,Sensor,1,PARAD for Glider 562,,,50197,,,,
OL000157,Sensor,1,FLORTM for Glider 562,,,3783,,,,
OL000158,Sensor,1,FLORTO for Glider 562,,,1329,,,,
OL000159,Sensor,1,PG562 Controller,,,562,,,,
OL000160,Sensor,1,CTDGVM for Glider 563,,,9285,,,,
OL000161,Sensor,1,DOSTAM for Glider 563,,,423,,,,
OL000162,Sensor,1,NUTNR for Glider 563,,,658,,,,
OL000163,Sensor,1,PARAD for Glider 563,,,50198,,,,
OL000164,Sensor,1,FLORTM for Glider 563,,,3813,,,,
OL000165,Sensor,1,FLORTO for Glider 563,,,1330,,,,
OL000166,Sensor,1,PG563 Controller,,,563,,,,
OL000167,Sensor,1,FLORTO for Glider 528,,,1240,,,,
OL000168,Sensor,1,CTDGVM for Glider 565,,,9287,,,,
OL000169,Sensor,1,DOSTAM for Glider 565,,,437,,,,
OL000170,Sensor,1,NUTNR for Glider 565,,,661,,,,
OL000171,Sensor,1,PARAD for Glider 565,,,50200,,,,
OL000172,Sensor,1,FLORTM for Glider 565,,,3815,,,,
OL000173,Sensor,1,FLORTO for Glider 565,,,1332,,,,
OL000174,Sensor,1,CTDGVM for Glider 566,,,9288,,,,
OL000175,Sensor,1,DOSTAM for Glider 566,,,414,,,,
OL000176,Sensor,1,NUTNR for Glider 566,,,660,,,,
OL000177,Sensor,1,PARAD for Glider 566,,,50201,,,,
OL000178,Sensor,1,FLORTM for Glider 566,,,4039,,,,
OL000179,Sensor,1,FLORTO for Glider 566,,,1333,,,,
OL000180,Sensor,0,Communications and Power Manager,,,CE01ISSM-00001-CPM1,,,,
OL000181,Sensor,0,Communications and Power Manager,,,CE01ISSM-00001-CPM3,,,,
OL000182,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00001-DCL17,,,,
OL000183,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00001-DCL16,,,,
OL000184,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00001-DCL35,,,,
OL000185,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00001-DCL37,,,,
OL000186,Sensor,0,Communications and Power Manager,,,CE01ISSM-00002-CPM1,,,,
OL000187,Sensor,0,Communications and Power Manager,,,CE01ISSM-00002-CPM3,,,,
OL000188,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00002-DCL17,,,,
OL000189,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00002-DCL16,,,,
OL000190,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00002-DCL35,,,,
OL000191,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00002-DCL37,,,,
OL000192,Sensor,0,Communications and Power Manager,,,CE01ISSM-00003-CPM1,,,,
OL000193,Sensor,0,Communications and Power Manager,,,CE01ISSM-00003-CPM3,,,,
OL000194,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00003-DCL17,,,,
OL000195,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00003-DCL16,,,,
OL000196,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00003-DCL35,,,,
OL000197,Sensor,0,Data Concentrator Logger,,,CE01ISSM-00003-DCL37,,,,
OL000198,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE01ISSM-00003-MOPAK,,,,
OL000199,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE01ISSM-00002-MOPAK,,,,
OL000200,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE01ISSM-00001-MOPAK,,,,
OL000201,Sensor,0,Communications and Power Manager,,,CE01ISSM-SBC11ENG,,,,
OL000202,Sensor,0,Communications and Power Manager,,,CE01ISSM-MFC31ENG,,,,
OL000203,Sensor,0,Data Concentrator Logger,,,CE01ISSM-SBD17ENG,,,,
OL000204,Sensor,0,Data Concentrator Logger,,,CE01ISSM-RID16ENG,,,,
OL000205,Sensor,0,Data Concentrator Logger,,,CE01ISSM-MFD35ENG,,,,
OL000206,Sensor,0,Data Concentrator Logger,,,CE01ISSM-MFD37ENG,,,,
OL000207,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE01ISSM-00004-MOPAK,,,,
OL000208,Sensor,0,Communications and Power Manager,,,CE06ISSM-00002-CPM1,,,,
OL000209,Sensor,0,Communications and Power Manager,,,CE06ISSM-00002-CPM3,,,,
OL000210,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00002-DCL17,,,,
OL000211,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00002-DCL16,,,,
OL000212,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00002-DCL35,,,,
OL000213,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00002-DCL37,,,,
OL000214,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE06ISSM-00002-MOPAK,,,,
OL000215,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CE06ISSM-00003-MOPAK,,,,
OL000216,Sensor,0,Communications and Power Manager,,,CE06ISSM-00003-CPM1,,,,
OL000217,Sensor,0,Communications and Power Manager,,,CE06ISSM-00003-CPM3,,,,
OL000218,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00003-DCL17,,,,
OL000219,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00003-DCL16,,,,
OL000220,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00003-DCL35,,,,
OL000221,Sensor,0,Data Concentrator Logger,,,CE06ISSM-00003-DCL37,,,,
OL000222,Platform,0,MOORING PIONEER CENTRAL SURFAC,WHOI,CP01CNSM,CP01CNSM-00005,,,,
OL000223,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CP01CNSM-00005-MOPAK,,,,
OL000224,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP01CNSM-00005-HYDGN1,,,,
OL000225,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP01CNSM-00005-HYDGN2,,,,
OL000226,Sensor,0,MTBK for CP01CNSM-00005,,,LGR013,,,,
OL000227,Sensor,0,FDCHP for GS01SUMO-00002,,,144727,,,,
OL000228,Sensor,0,Communications and Power Manager,,,CP01CNSM-00005-CPM11,,,,
OL000229,Sensor,0,Communications and Power Manager,,,CP01CNSM-00005-CPM21,,,,
OL000230,Sensor,0,Communications and Power Manager,,,CP01CNSM-00005-CPM31,,,,
OL000231,Sensor,0,Data Concentrator Logger,,,CP01CNSM-00005-DCL11,,,,
OL000232,Sensor,0,Data Concentrator Logger,,,CP01CNSM-00005-DCL12,,,,
OL000233,Sensor,0,Data Concentrator Logger,,,6,,,,
OL000234,Sensor,0,Data Concentrator Logger,,,7,,,,
OL000235,Sensor,0,Data Concentrator Logger,,,8,,,,
OL000236,Sensor,0,Data Concentrator Logger,,,7,,,,
OL000237,Platform,0,MOORING PIONEER CI PROFILER,WHOI,CP02PMCI,CP02PMCI-00005,,,,
OL000238,Sensor,0,MOPAK - 3-Axis Motion Pack,,CP02PMCI,CP02PMCI-00005-MOPAK,,,,
OL000239,Sensor,0,Sensor and Telemetry Controller,,STCENG,SWE 0008 Rev G,,,,
OL000240,Platform,0,MOORING PIONEER PROFILER,WHOI,CP02PMCO,CP02PMCI-00006,,,,
OL000241,Sensor,0,MOPAK - 3-Axis Motion Pack,,CP02PMCO,CP02PMCI-00006-MOPAK,,,,
OL000242,Sensor,0,Sensor and Telemetry Controller,,STCENG,SWE 0010,,,,
OL000243,Platform,0,MOORING PIONEER  PROFILER,WHOI,CP02PMUI,CP02PMUI-00007,,,,
OL000244,Sensor,0,MOPAK - 3-Axis Motion Pack,,CP02PMUI,CP02PMUI-00007-MOPAK,,,,
OL000245,Sensor,0,Sensor and Telemetry Controller,,STCENG,SWE 0007 Rev G,,,,
OL000246,Sensor,0,SIO Controller,,,GI02HYPM-00001-SIOENG,,,,
OL000247,Sensor,0,SIO Controller,,,GS03FLMA-00001-ENG-sec,,,,
OL000248,Sensor,0,SIO Controller,,,GS03FLMA-00001-ENG- main,,,,
OL000249,Platform,0,MOORING PIONEER  PROFILER,WHOI,CP02PMUO,CP02PMUO-00007,,,,
OL000250,Sensor,0,Sensor and Telemetry Controller,,STCENG,SWE 0009,,,,
OL000251,Platform,0,MOORING PIONEER  PROFILER,WHOI,CP04OSPM,CP04OSPM-00005,,,,
OL000252,Sensor,0,Sensor and Telemetry Controller,,STCENG,SWE 0004 Rev G,,,,
OL000253,Platform,0,MOORING PIONEER IS SURFACE,WHOI,CP03ISSM,CP03ISSM-00004,,,,
OL000254,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CP03ISSM-00005-MOPAK,,,,
OL000255,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP03ISSM-00004-HYDGN1,,,,
OL000256,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP03ISSM-00004-HYDGN2,,,,
OL000257,Sensor,0,DOSTA SERIES D,AANDERAA,,515,,,,
OL000258,Sensor,0,DOSTA SERIES D,AANDERAA,,516,,,,
OL000259,Sensor,0,SPKIR SERIES B (OCR507-ICSW),SEA BIRD ELECTRONICS,SBE-16PLUSV2,301,,,,
OL000260,Sensor,0,Communications and Power Manager,,,CP03ISSM-00004-CPM1,,,,
OL000261,Sensor,0,Communications and Power Manager,,,CP03ISSM-00004-CPM2,,,,
OL000262,Sensor,0,Communications and Power Manager,,,CP03ISSM-00004-CPM4,,,,
OL000263,Sensor,0,Communications and Power Manager,,,CP03ISSM-00004-DCL11,,,,
OL000264,Sensor,0,Communications and Power Manager,,,CP03ISSM-00004-DCL12,,,,
OL000265,Sensor,0,Data Concentrator Logger,,,9,,,,
OL000266,Sensor,0,Data Concentrator Logger,,,18,,,,
OL000267,Sensor,0,Data Concentrator Logger,,,13,,,,
OL000268,Sensor,0,Data Concentrator Logger,,,7,,,,
OL000269,Platform,0,MOORING PIONEER IS PIERCING PROFILER,WHOI,CP03ISSP,CP03ISSP-00004,,,,
OL000270,Sensor,0,VELPT for WLP-001,Nortek USA,AQUADOPP,AQS 6808,,,,
OL000271,Platform,0,MOORING PIONEER OS PROFILER,WHOI,CP04OSSM,CP04OSSM-00004,,,,
OL000272,Sensor,0,MOPAK - 3-Axis Motion Pack,,,CP04OSSM-00004-MOPAK,,,,
OL000273,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP04OSSM-SBD11-HYDGN,,,,
OL000274,Sensor,0,Hydrogen Sensor,RKI,M2A transmitters,CP04OSSM-SBD12-HYDGN,,,,
OL000275,Sensor,0,METBK,,,LGR015,,,,
OL000276,Sensor,0,DOSTA SERIES D,AANDERAA,,517,,,,
OL000277,Sensor,0,DOSTA SERIES D,AANDERAA,,518,,,,
OL000278,Sensor,0,Communications and Power Manager,,,CP04OSSM-00004-CPM1,,,,
OL000279,Sensor,0,Communications and Power Manager,,,CP04OSSM-00004-CPM2,,,,
OL000280,Sensor,0,Communications and Power Manager,,,CP04OSSM-00004-CPM3,,,,
OL000281,Sensor,0,Data Concentrator Logger,,,CP04OSSM-00004-DCL11,,,,
OL000282,Sensor,0,Data Concentrator Logger,,,CP04OSSM-00004-DCL12,,,,
OL000283,Sensor,0,Data Concentrator Logger,,,11,,,,
OL000284,Sensor,0,Data Concentrator Logger,,,15,,,,
OL000285,Sensor,0,Data Concentrator Logger,,,13,,,,
OL000286,Sensor,0,Data Concentrator Logger,,,12,,,,
